58;Poster: A pilot study on stepwise 6-DoF manipulation of virtual 3D objects using smartphone in wearable augmented reality environment.;2013;Taejin Ha|Woontack Woo;1;03/10/2016 21:38;Poster: A pilot study on stepwise 6-DoF manipulation of virtual 3D objects using smartphone in wearable augmented reality environment. T Ha, W Woo - 3D User Interfaces (3DUI), 2013 IEEE  , 2013 - ieeexplore.ieee.org. ABSTRACT In general, 6 degrees of freedom (OoF) manipulation of 3D virtual objects  requires cumbersome external tracking installations to localize and track the input device in  a normal wearable augmented reality (WAR) environment. In this paper, a smartphone- ..
59;The Wonderland Builder: Using storytelling to guide dream-like interaction.;2013;Camille Barot|Kevin Carpentier|Marie Collet|Andrea Cuella-Martin|Vincent Lanquepin|Mathilde Muller|Esteban Pasquier|Loic Picavet|Arthur Van Ceulen|Kevin Wagrez;1;03/10/2016 21:33;The wonderland builder: Using storytelling to guide dream-like interaction. C Barot, K Carpentier, M Collet - 3D User Interfaces ( , 2013 - ieeexplore.ieee.org. ABSTRACT We present an immersive world building tool inspired by ������Alice in Wonderland������,  in which dream-like interaction allows users to go beyond real-life possibilities. Our  approach has three main features. The first is the use of multimodal 
60;"Touch &amp; Detach: Ungrouping and observation methods for complex virtual objects using an elastic metaphor.";2013;Mai Otsuki|Tsutomu Oshita|Asako Kimura|Fumihisa Shibata|Hideyuki Tamura;0;31/12/2012 23:00;NULL
61;Poster: Collaborative adjustment of selection areas for polygonal modelling.;2013;Adrien Girard|Yacine Bellik|Malika Auvray|Mehdi Ammi;0;28/07/2016 09:36;Poster: Collaborative adjustment of selection areas for polygonal modelling. A Girard, Y Bellik, M Auvray - 3D User Interfaces (3DUI), , 2013 - ieeexplore.ieee.org. ABSTRACT Mutual awareness between users working in collaborative virtual environments  is an important factor for efficient collaboration. Several studies have reported that haptic  feedback improves performance in collaborative tasks. However, few researches have  ..
62;Poster: A three dimensional interface device by the wire tip position measurement using two linear image sensors and a rotary encoder.;2013;Jun Murayama|Yuta Wakui|Yukihiro Hirata|Makoto Sato|Tetsuya Harada;0;28/07/2016 09:36;Poster: A three dimensional interface device by the wire tip position measurement using two linear image sensors and a rotary encoder. J Murayama, Y Wakui, Y Hirata, M Sato - 3D User Interfaces ( , 2013 - ieeexplore.ieee.org. ABSTRACT In this study, we propose a three-dimensional interface using a wire. This  interface obtains a three-dimensional position by the length and direction of the wire. The  length of the wire is measured by a rotary encoder, and the direction of the wire is  ..
63;SculptUp: A rapid, immersive 3D modeling environment.;2013;Kevin Ponto|Ross Tredinnick|Aaron Bartholomew|Carrie Roy|Dan Szafir|Daniel Greenheck|Joe Kohlmann;5;03/10/2016 22:04;SculptUp: A rapid, immersive 3D modeling environment. K Ponto, R Tredinnick, A Bartholomew, C Roy, D Szafir - 3DUI, 2013 - researchgate.net. Modeling complex objects and effects in mainstream graphics applications is not an easy  task. Users often require months, or even years, to adapt to interfaces used in creating  compelling computer graphics. Consequently, novice users face an imposing barrier to  ..
64;Go'Then'Tag: A 3-D point cloud annotation technique.;2014;Manuel Veit|Antonio Capobianco;6;03/10/2016 20:57;Go'Then'Tag: A 3-D point cloud annotation technique. M Veit, A Capobianco - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. ABSTRACT Performing complex tasks within a 3-D virtual environment, such as labeling 3-D  point clouds, is still an ongoing research challenge. We propose Go'Then'Tag (GTT), a tool- set that helps users to edit complex 3-D data sets, and tag them at different levels. It allows  ..
65;Design and evaluation of mouse cursors in a stereoscopic desktop environment.;2014;"Le&iuml;la Schemali|Elmar Eisemann";8;03/10/2016 21:05;Design and evaluation of mouse cursors in a stereoscopic desktop environment. L Schemali, E Eisemann - 3D User Interfaces (3DUI), 2014  , 2014 - ieeexplore.ieee.org. ABSTRACT In a standard desktop environment a mouse has proven to be an effi cient  interaction device. However, when working with stereoscopic content, the shape and  behavior of a standard 2D mouse cursor is not suitable, as depth conflicts between the  ..
66;A comparison of different methods for reducing the unintended positional drift accompanying walking-in-place locomotion.;2014;Niels Christian Nilsson|Stefania Serafin|Rolf Nordahl;1;03/10/2016 21:37;A comparison of different methods for reducing the unintended positional drift accompanying walking-in-place locomotion. NC Nilsson, S Serafin, R Nordahl - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT If Walking-in-place (WIP) techniques are to be considered a useful way of  facilitating virtual locomotion, it is crucial that the user remains stationary with respect to the  physical environment. However, it has recently been documented that WIP locmotion may  ..
67;Stretch 'n' cut: Method for observing and ungrouping complex virtual objects in 3D space using elastic band metaphor.;2014;Mai Otsuki|Asako Kimura|Fumihisa Shibata|Hideyuki Tamura;1;03/10/2016 21:36;Stretch 'n'cut: Method for observing and ungrouping complex virtual objects in 3D space using elastic band metaphor. M Otsuki, A Kimura, F Shibata - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT We propose a system which realizes gesture-based separation, and the  observation of a group of parts from complex virtual objects in 3D space. One practical  application of our system is for training purposes such as learning the structures of  ..
68;Poster: Bimanual design of deformable objects thanks to the multi-tool visual metaphor.;2014;"Morgan Le Ch&eacute;n&eacute;chal|Maud Marchal|Bruno Arnaldi";1;03/10/2016 21:38;Poster: Bimanual design of deformable objects thanks to the multi-tool visual metaphor. M Le Ch����n����chal, M Marchal - 3D User Interfaces (3DUI) , 2014 - ieeexplore.ieee.org. ABSTRACT In this paper, we introduce a novel visual interaction paradigm called the������ Multi- tool������ dedicated to the design of virtual deformable objects. Our approach proposes an  interaction multi-tool metaphor that enables various 
69;Feet movement in desktop 3D interaction.;2014;Adalberto Lafcadio Simeone|Eduardo Velloso|Jason Alexander|Hans Gellersen;16;03/10/2016 21:12;Feet movement in desktop 3D interaction. AL Simeone, E Velloso, J Alexander - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT In this paper we present an exploratory work on the use of foot movements to  support fundamental 3D interaction tasks. Depth cameras such as the Microsoft Kinect are  now able to track users' motion unobtrusively, making it possible to draw on the spatial  ..
70;Evaluating dynamic-adjustment of stereo view parameters in a multi-scale virtual environment.;2014;Isaac Cho|Jialei Li|Zachary Wartell;2;03/10/2016 21:41;Evaluating dynamic-adjustment of stereo view parameters in a multi-scale virtual environment. I Cho, J Li, Z Wartell - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. ABSTRACT Dynamic view parameter adjustment can reduce visual fatigue issues in stereo  displays. In a multi-scale virtual environment, which has geometric details ranging over  several orders of magnitude, these adjustments are particularly important. We evaluate  ..
71;An evaluation of a smart-phone-based menu system for immersive virtual environments.;2014;Sascha Gebhardt|Sebastian Pick|Thomas Oster|Bernd Hentschel|Torsten Kuhlen;8;03/10/2016 21:03;An evaluation of a smart-phone-based menu system for immersive virtual environments. S Gebhardt, S Pick, T Oster - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT System control is a crucial task for many virtual reality applications and can be  realized in a broad variety of ways, whereat the most common way is the use of graphical  menus. These are often implemented as part of the virtual environment, but can also be  ..
72;Poster: Guided tour creation in immersive virtual environments.;2014;"Sebastian Pick|Andrea B&ouml;nsch|Irene Tedjo-Palczynski|Bernd Hentschel|Torsten Kuhlen";0;28/07/2016 09:36;Poster: Guided tour creation in immersive virtual environments. S Pick, A B����nsch, I Tedjo-Palczynski - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT Guided tours have been found to be a good approach to introducing users to  previously unknown virtual environments and to allowing them access to relevant points of  interest. Two important tasks during the creation of guided tours are the definition of v
73;"Poster: Investigating viewpoint visualizations for click &amp; go navigation.";2014;"Benjamin Nuernberger|Steffen Gauglitz|Tobias H&ouml;llerer|Matthew Turk";1;03/10/2016 22:04;"Poster: Investigating viewpoint visualizations for click &amp; go navigation. B Nuernberger, S Gauglitz, T H����llerer - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT We present an investigation of viewpoint visualizations for ������Click & Go������ 3D  navigation interfaces based on a pre-populated set of viewpoints. These scenarios often  occur in 3D navigation systems that are based on se"
74;Poster: Integration of a haptic rendering algorithm based on voxelized and point-sampled structures into the physics engine Bullet.;2014;Mikel Sagardia|Theodoros Stouraitis|Joao Lopes e Silva;1;03/10/2016 21:33;Poster: Integration of a haptic rendering algorithm based on voxelized and point-sampled structures into the physics engine Bullet. M Sagardia, T Stouraitis - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT We present the evaluation of a haptic rendering algorithm based on the Voxmap- Pointshell algorithm which was integrated in the physics engine Bullet. Our algorithm uses  voxelized distance fields and multi-resolution point-sampled representations and it is able  ..
75;Game cane: An assistive 3DUI for rehabilitation games.;2014;Miguel Cantu|Eric Espinoza|Rongkai Guo|John Quarles;1;03/10/2016 21:34;Game cane: An assistive 3DUI for rehabilitation games. M Cantu, E Espinoza, R Guo - 3D User Interfaces (3DUI) , 2014 - ieeexplore.ieee.org. ABSTRACT The objective of this research is to effectively design a cane interface for  assistive and rehabilitative interactions in games. Current 3D interfaces for games are not  usable for many populations with physical impairments and are often not adaptable to  ..
76;Poster: 3DintEx - A tool to explore interactively the structural and behavioral aspects of system models in 3D environments.;2014;Ragaad AlTarawneh|Andreas Griesser|Jens Bauer|Shah Rukh Humayoun|Achim Ebert;1;03/10/2016 21:37;Poster: 3DintEx-A tool to explore interactively the structural and behavioral aspects of system models in 3D environments. R AlTarawneh, A Griesser, J Bauer - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT In this paper, we present a tool, called 3DintEx, that allows interactive  exploration of the structural and behavioral aspects of a system model in 3D environments.  The tool accepts a CAD model of the system and other data sets that describe the system  ..
77;Poster: Dynamic adaptation of 3D selection techniques for suitability across diverse scenarios.;2014;Jeffrey Cashion|Joseph J. LaViola Jr.;5;03/10/2016 20:57;Poster: Dynamic adaptation of 3D selection techniques for suitability across diverse scenarios. J Cashion, JJ LaViola - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. ABSTRACT We performed a user study that measured the effectiveness of our new 3D  selection technique, Scope, which dynamically adapts to the environment by altering its  activation area and visual appearance with relation to cursor velocity. Users tested our  ..
78;Poster: Design and development of a virtual reality system for vocational rehabilitation of individuals with disabilities.;2014;Evren Bozgeyikli|Lal Bozgeyikli|Matthew Clevenger|Andrew Raij|Redwan Alqasemi|Rajiv V. Dubey;2;03/10/2016 21:41;Poster: Design and development of a virtual reality system for vocational rehabilitation of individuals with disabilities. E Bozgeyikli, L Bozgeyikli, M Clevenger - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT This paper considers the design and development of a virtual reality system that  aids in vocational rehabilitation of individuals with disabilities. The system focuses on three  types of disabilities: autism spectrum disorder, traumatic brain injury, and severe mobility  ..
79;Analysis of direct selection in head-mounted display environments.;2014;Paul Lubos|Gerd Bruder|Frank Steinicke;11;03/10/2016 21:07;Analysis of direct selection in head-mounted display environments. P Lubos, G Bruder, F Steinicke - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT The design of 3D user interfaces (3DUIs) for immersive headmounted display  (HMD) environments is an inherently difficult task. The fact that usually haptic feedback is  absent and that visual body feedback is missing, hinders an efficient direct interaction with  ..
80;Mid-air interactions above stereoscopic interactive tables.;2014;"Daniel Mendes|Fernando Fonseca|Bruno Ara&uacute;jo|Alfredo Ferreira|Joaquim A. Jorge";9;03/10/2016 21:06;Mid-air interactions above stereoscopic interactive tables. D Mendes, F Fonseca, B Araujo - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT Stereoscopic tabletops offer unique visualization capabilities, enabling users to  perceive virtual objects as if they were lying above the surface. While allowing virtual objects  to coexist with user actions in the physical world, interaction with these virtual objects  ..
81;Poster: Superhumans: A 3DUI design metaphor.;2014;Ahmed E. Mostafa|Ehud Sharlin|Mario Costa Sousa;0;31/12/2012 23:00;NULL
82;Touching the Cloud: Bimanual annotation of immersive point clouds.;2014;"Paul Lubos|R&uuml;diger Beimler|Markus Lammers|Frank Steinicke";3;03/10/2016 21:39;Touching the Cloud: Bimanual annotation of immersive point clouds. P Lubos, R Beimler, M Lammers - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT In this paper we present ������Touching the Cloud������, a bi-manual user interface for the  interaction, selection and annotation of immersive point cloud data. With minimal  instrumentation, the setup allows a user in an immersive head-m
83;Poster: Exploring 3D volumetric medical data using mobile devices.;2014;Teddy Seyed|Francisco Marinho Rodrigues|Frank Maurer|Anthony Tang 0001;0;28/07/2016 09:36;Poster: Exploring 3D volumetric medical data using mobile devices. T Seyed, FM Rodrigues, F Maurer - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT Medical imaging specialists have traditionally used keyboard and mouse based  techniques and interfaces for examining both 2D and 3D medical images, but with newer  imaging technologies resulting in significantly larger volumes of 3D medical images, these  ..
84;Poster: Kinect-based automatic scoring system for spasmodic torticollis.;2014;Takuto Nakamura|Narihiro Nishimura|Takashi Asahi|Genko Oyama|Michi Sato|Hiroyuki Kajimoto;1;03/10/2016 21:36;Poster: Kinect-based automatic scoring system for spasmodic torticollis. T Nakamura, N Nishimura, T Asahi - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT Displacement and shaking of the human body are essential measures for the  scoring of movement disorder. The aim of our research is to increase the accuracy and  reproducibility of the scoring for spasmodic torticollis, a movement disorders that is  ..
85;Reorientation in virtual environments using interactive portals.;2014;Sebastian Freitag|Dominik Rausch|Torsten Kuhlen;4;03/10/2016 20:54;Reorientation in virtual environments using interactive portals. S Freitag, D Rausch, T Kuhlen - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT Real walking is the most natural method of navigation in virtual environments.  However, physical space limitations often prevent or complicate its continuous use. Thus,  many real walking interfaces, among them redirected walking techniques, depend on a  ..
86;Keynote speaker: Interacting in spatial augmented reality.;2014;Andy Wilson;0;28/07/2016 09:36;Keynote speaker: Interacting in spatial augmented reality. A Wilson - 3D User Interfaces (3DUI), 2014 IEEE Symposium  , 2014 - ieeexplore.ieee.org. ABSTRACT Progress in sensing technologies and display hardware allow us to realize  interactive systems that we could only dream of a few years ago. I will present a number of  interactive spatial augmented reality systems that leverage depth cameras and projection  ..
87;3D sound memory in virtual environments.;2014;Kyla A. McMullen|Gregory H. Wakefield;2;03/10/2016 21:45;3D sound memory in virtual environments. KA McMullen, GH Wakefield - 3D User Interfaces (3DUI), 2014  , 2014 - ieeexplore.ieee.org. ABSTRACT Virtual auditory environments (VAEs) are created by processing digital sounds  such that they convey a 3D location to the listener. This technology has the potential to  augment systems in which an operator tracks the positions of targets. Prior work has  ..
88;Poster: Applying tactile languages for 3D navigation.;2014;Victor Adriel de J. Oliveira|Anderson Maciel;0;28/07/2016 09:36;Poster: Applying tactile languages for 3D navigation. VAJ Oliveira, A Maciel - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. ABSTRACT In this paper we present the design and evaluate alternative tactile vocabularies  to support navigation in 3D environments. We have focused on the tactile communication  expressiveness by applying a prefixation approach in the construction of the tactile icons.  ..
89;Poster: Modeling insertion point for general purpose haptic device simulations for minimally invasive surgeries.;2014;Salim Chemlal|Krzysztof J. Rechowicz|Mohammad F. Obeid|Frederic D. McKenzie;0;28/07/2016 09:36;Poster: Modeling insertion point for general purpose haptic device simulations for minimally invasive surgeries. S Chemlal, KJ Rechowicz, MF Obeid - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT Minimally invasive surgery has revolutionized surgical procedures over the last  decades. This trend has impacted the surgical simulation field and promoted a wide use of  haptic devices. The majority of minimally invasive surgery simulators follow a visuo-haptic  ..
90;The point walker multi-label approach.;2014;Hernandi Krammes|Marcio M. Silva|Theodoro Mota|Matheus T. Tura|Anderson Maciel|Luciana Porcher Nedel;4;03/10/2016 20:53;The point walker multi-label approach. H Krammes, MM Silva, T Mota, MT Tura - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT This paper presents a 3D user interface to select and label point sets in a point  cloud. A walk-in-place strategy based on a weight platform is used for navigation. Selection  is made in two levels of precision. First, a pointing technique is used relying on a  ..
91;Poster: Evaluation of a smart tablet's interface for 3D interaction.;2014;Daniel Mestre|Vincent Perrot;1;03/10/2016 21:37;Poster: Evaluation of a smart tablet's interface for 3D interaction. DR Mestre, V Perrot - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. ABSTRACT The present work highlights current developments and an ongoing  experimental evaluation of how a tablet PC can effectively act as an interaction device for 3D  manipulation tasks. More specifically, we focused on a 3D docking task. This collaborative  ..
92;Poster: Rapid development of natural user interaction using kinect sensors and VRPN.;2014;Timothy B. Morgan|Diana Jarrell|Judy M. Vance;4;03/10/2016 20:54;Poster: Rapid development of natural user interaction using Kinect Sensors and VRPN. TB Morgan, D Jarrell, JM Vance - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT The availability of low-cost natural user interaction (NUI) hardware took a  significant step forward in 2010 with the introduction of the Microsoft Kinect. Despite  significant work on the available software development kits for the Kinect, tasks beyond  ..
93;Poster: Understanding of spatial gestural motor space: A study on cursorless absolute freehand pointing on large displays.;2014;Seungjae Oh|Heejin Kim|Min K. Chung;0;28/07/2016 09:37;Poster: Understanding of spatial gestural motor space: A study on cursorless absolute freehand pointing on large displays. S Oh, H Kim, MK Chung - 3D User Interfaces (3DUI), 2014 IEEE , 2014 - ieeexplore.ieee.org. ABSTRACT As a preliminary research into extending the concept of direct touch to indirect  spatial gesture, we conducted a user study to determine the relationship between gestural  motor space and display space. From the results of a user study, we define a user-driven  ..
94;How wrong can you be: Perception of static orientation errors in mixed reality.;2014;Jacob B. Madsen|Rasmus Stenholt;4;03/10/2016 21:42;How wrong can you be: Perception of static orientation errors in mixed reality. JB Madsen, R Stenholt - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. ABSTRACT Tracking technologies are becoming an affordable commodity due to the wide  use in mobile devices today. However, all tracking technologies available in commodity  hardware is error prone due to problems such as drift, latency and jitter. The current  ..
95;Poster: Designing effective travel techniques with bare-hand interaction.;2014;Mahdi Nabiyouni|Bireswar Laha|Doug A. Bowman;13;03/10/2016 21:08;Poster: Designing effective travel techniques with bare-hand interaction. M Nabiyouni, B Laha - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT Emerging novel 3D interaction technologies allow precise tracking of bare  hands and fingers, but due to the differences between these devices and traditional trackers,  it is not clear how to design effective interaction techniques using these technologies.  ..
96;Symposium chair message.;2014;;0;28/07/2016 09:36;Symposium chair message. A L����cuyer, F Steinicke - 3D User Interfaces (3DUI), , 2013 - ieeexplore.ieee.org. Welcome to the IEEE Symposium on 3D User Interfaces 2013 (3DUI 2013), taking place in  Orlando, Florida, on March 16th-17th, 2013. The symposium is co-located with IEEE Virtual  Reality 2013 and the ACM Symposium on Interactive 3D Graphics and Games 2013 
97;A study of street-level navigation techniques in 3D digital cities on mobile touch devices.;2014;Jacek Jankowski|Thomas Hulin|Martin Hachet;6;03/10/2016 21:01;A study of street-level navigation techniques in 3d digital cities on mobile touch devices. J Jankowski, T Hulin, M Hachet - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. ABSTRACT To characterize currently most common interaction techniques for street-level  navigation in 3D digital cities for mobile touch devices in terms of their efficiency and  usability, we conducted a user study, where we compared target selection (Go-To), rate  ..
98;Ramps are better than stairs to reduce cybersickness in applications based on a HMD and a Gamepad.;2014;Jose L. Dorado|Pablo A. Figueroa;5;03/10/2016 20:57;Ramps are better than stairs to reduce cybersickness in applications based on a HMD and a gamepad. JL Dorado, PA Figueroa - 3D User Interfaces (3DUI), 2014 IEEE , 2014 - ieeexplore.ieee.org. ABSTRACT We study ways to reduce cybersickness and improve the user's experience in  virtual reality applications that use a HMD and a Gamepad as interaction devices. Our  approach consists on a revision of the design space of such tasks in order to identify ways  ..
99;Poster: Wearable input device for smart glasses based on a wristband-type motion-aware touch panel.;2014;Jooyeun Ham|Jonggi Hong|Youngkyoon Jang|Seung Hwan Ko|Woontack Woo;0;28/07/2016 09:36;Poster: Wearable input device for smart glasses based on a wristband-type motion-aware touch panel. J Ham, J Hong, Y Jang, SH Ko - 3D User Interfaces (3DUI) , 2014 - ieeexplore.ieee.org. ABSTRACT This paper presents a smart glasses-augmented, wearable input device based  on a wristband-type, motion-aware touch panel. With this novel input device, a user can  manipulate the smart glasses' augmented reality (AR) system by selecting and moving  ..
100;Interaction-free calibration for optical see-through head-mounted displays based on 3D Eye localization.;2014;Yuta Itoh|Gudrun Klinker;32;03/10/2016 21:17;Interaction-free calibration for optical see-through head-mounted displays based on 3d eye localization. Y Itoh, G Klinker - 3D User Interfaces (3DUI), 2014 IEEE  , 2014 - ieeexplore.ieee.org. To overcome these problems, we present a method that utilizes dynamic 3D eye position  measurements from an eye tracker in combination with pre-computed, static display  calibration parame ters. Our experiments provide a comparison of our calibration with  ..
